epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
32,0.9315639734268188,0.8728613257408142,0.06843598186969757,1e-04,0.9599348902702332,0.8902624845504761,0.7398069500923157,0.5963975787162781,0.2601931393146515,0.8402537703514099,0.6522711515426636
33,0.9333640933036804,0.875968337059021,0.06663578003644943,1e-04,0.961046576499939,0.8923509120941162,0.7525007128715515,0.6105480194091797,0.2474992871284485,0.8022730946540833,0.7040674090385437
34,0.9353415966033936,0.8794233798980713,0.0646582618355751,1e-04,0.9625117778778076,0.8946044445037842,0.7499654293060303,0.6072778701782227,0.2500346601009369,0.7963207364082336,0.7052760720252991
35,0.9392821788787842,0.8862996101379395,0.06071767210960388,1e-04,0.9657976031303406,0.8985432386398315,0.7460910081863403,0.6040185689926147,0.25390899181365967,0.8279321789741516,0.6696671843528748
36,0.9417924880981445,0.8907368779182434,0.05820712447166443,1e-04,0.9675874710083008,0.9013127684593201,0.7459555864334106,0.6044265031814575,0.25404441356658936,0.816441535949707,0.6820173263549805
37,0.9441502094268799,0.8948878049850464,0.05584961175918579,1e-04,0.9694448709487915,0.9037387371063232,0.7498413324356079,0.608346164226532,0.2501586675643921,0.8020005822181702,0.7031866908073425
38,0.9448522925376892,0.8960759043693542,0.05514790862798691,1e-04,0.9692819118499756,0.9054505825042725,0.7357833385467529,0.5929692983627319,0.26421669125556946,0.8455367088317871,0.6441670060157776
39,0.9460045099258423,0.898176372051239,0.053995281457901,1e-04,0.9706171751022339,0.906071662902832,0.7367061376571655,0.5931637287139893,0.26329389214515686,0.8267061114311218,0.6556332111358643
40,0.9469655752182007,0.8998498320579529,0.053034067153930664,1e-04,0.9711602330207825,0.9072095155715942,0.7424384951591492,0.5987758636474609,0.2575613856315613,0.8072714805603027,0.6789839863777161
41,0.9483103156089783,0.9022631645202637,0.051689475774765015,1e-04,0.9719521999359131,0.9089552760124207,0.74287348985672,0.5987995862960815,0.25712648034095764,0.7952022552490234,0.6892231106758118
42,0.9492307305335999,0.9039022326469421,0.050768863409757614,1e-04,0.972096860408783,0.9105282425880432,0.7179919481277466,0.5654966831207275,0.28200799226760864,0.6686325669288635,0.7860962748527527
43,0.945103645324707,0.8966851234436035,0.05489625781774521,1e-04,0.9676734805107117,0.9063599109649658,0.7053272724151611,0.551021158695221,0.2946726977825165,0.634186327457428,0.8049066066741943
44,0.941842794418335,0.8910317420959473,0.05815717577934265,1e-05,0.9681054353713989,0.9022020697593689,0.7515638470649719,0.6108226180076599,0.24843616783618927,0.826434314250946,0.6805086731910706
45,0.9479337930679321,0.9016525149345398,0.052066292613744736,1e-05,0.9718030691146851,0.9095005393028259,0.7510029077529907,0.6105194687843323,0.24899712204933167,0.833494246006012,0.6738980412483215
46,0.9502376914024353,0.9057462811470032,0.04976245015859604,1e-05,0.9733551144599915,0.9120001792907715,0.751879096031189,0.6116107106208801,0.24812082946300507,0.829826831817627,0.678095281124115
47,0.9516092538833618,0.908198893070221,0.04839085415005684,1e-05,0.9742758274078369,0.9135289192199707,0.752089262008667,0.6118212342262268,0.2479107677936554,0.8273009061813354,0.680314302444458
48,0.9526012539863586,0.9099791646003723,0.047398727387189865,1e-05,0.974994957447052,0.9146300554275513,0.7515856027603149,0.6112488508224487,0.24841444194316864,0.8298861384391785,0.677260160446167
49,0.9533616304397583,0.9113502502441406,0.046638332307338715,1e-05,0.9755317568778992,0.9155178666114807,0.7517297267913818,0.6113857626914978,0.24827027320861816,0.8284949660301208,0.6784192323684692
50,0.9539946913719177,0.9124945998191833,0.046005282551050186,1e-05,0.9759848713874817,0.9162418246269226,0.7517537474632263,0.6113330125808716,0.24824625253677368,0.8260990381240845,0.680266261100769
51,0.9545478820800781,0.9134949445724487,0.0454520657658577,1e-05,0.9763742089271545,0.9168782830238342,0.7522458434104919,0.611819863319397,0.24775409698486328,0.82309490442276,0.6834588050842285
52,0.9550318717956543,0.9143707156181335,0.044968120753765106,1e-05,0.9767267107963562,0.9174085259437561,0.752235472202301,0.6117442846298218,0.24776466190814972,0.8228831887245178,0.6838339567184448
53,0.9554843306541443,0.9151904582977295,0.044515591114759445,1e-05,0.9770587682723999,0.9179302453994751,0.7521565556526184,0.6116387844085693,0.24784335494041443,0.8243856430053711,0.6824684739112854
